"Combination","SSD_BLUP","SSD_GBLUP"
"elim_1_8_10",18.3394640035546,14.5644669250523
"elim_1_9_10",18.1399690150365,13.2040991139487
"elim_2_3_4",20.3355745226391,15.7401217718992
"elim_2_3_5",21.0927433275156,15.4356669479718
"elim_2_3_6",22.366601201001,16.2663899408984
"elim_2_3_7",21.2240872431124,17.0704467996377
"elim_2_3_8",21.2240872431124,16.6592976704845
"elim_2_3_9",21.6228541664863,15.434082412941
"elim_2_3_10",21.3494180352149,16.0585298344774
"elim_2_4_5",17.4695344888485,12.994958856235
"elim_2_4_6",18.3668458706571,14.0780809404042
"elim_2_4_7",17.7162592125468,14.2874936287822
"elim_2_4_8",17.7162592125468,14.1085949546474
"elim_2_4_9",17.5561589880161,12.9422249761828
"elim_2_4_10",17.3960715403176,13.5616877708821
"elim_2_5_6",19.7648160897706,14.1748464848895
"elim_2_5_7",18.8226286345002,14.3109763396943
"elim_2_5_8",18.8226286345002,14.1329774922685
"elim_2_5_9",18.9020404557799,13.0706630617814
"elim_2_5_10",18.6643206492156,13.817236447559
"elim_2_6_7",19.8925477257936,15.3673215339861
"elim_2_6_8",19.8925477257936,15.3411943312372
"elim_2_6_9",20.0149947080412,14.2199138632253
"elim_2_6_10",20.7143672249586,15.8878575337981
"elim_2_7_8",18.9709361481127,15.302352284723
"elim_2_7_9",19.0082825638528,14.2807458764535
"elim_2_7_10",18.8660733337785,15.311928980502
"elim_2_8_9",19.0082825638528,14.2333189152155
"elim_2_8_10",18.8660733337785,14.9492760552905
"elim_2_9_10",18.8302851379861,13.8593994251906
"elim_3_4_5",20.6545111457367,15.8910638640376
"elim_3_4_6",21.857589209112,16.6260399488021
"elim_3_4_7",20.9165009344696,17.8839491638321
"elim_3_4_8",20.9165009344696,17.1561841145198
"elim_3_4_9",21.2464091573467,15.92270939856
"elim_3_4_10",21.1247532264121,16.3507128845446
"elim_3_5_6",22.2688200873035,16.2770046969934
"elim_3_5_7",21.2976129384972,17.3344714623491
"elim_3_5_8",21.2976129384972,16.7274382608228
"elim_3_5_9",21.6575841452042,15.5142478524219
"elim_3_5_10",21.3036355216521,16.0937799089697
"elim_3_6_7",22.4489040963151,18.1084261698066
"elim_3_6_8",22.4489040963151,17.6044012570854
"elim_3_6_9",22.9230007408265,16.2880587521899
"elim_3_6_10",23.1219882929894,17.3319076595899
"elim_3_7_8",21.4632454130624,18.4152748259052
"elim_3_7_9",21.7902604010782,17.4284795667452
"elim_3_7_10",21.5858650552038,18.2501329426931
"elim_3_8_9",21.7902604010782,16.8469846901863
"elim_3_8_10",21.5858650552038,17.4053695347073
"elim_3_9_10",21.9096416089503,16.0806461595996
"elim_4_5_6",18.6887962531866,13.8964384954775
"elim_4_5_7",18.1079298216909,14.4273260718884
"elim_4_5_8",18.1079298216909,14.0578801313794
"elim_4_5_9",18.0053452977922,12.8203254131798
"elim_4_5_10",17.7979889969641,13.4594749716959
"elim_4_6_7",18.9733308303527,15.360118086019
"elim_4_6_8",18.9733308303527,15.1206219842389
"elim_4_6_9",18.8590603107421,13.7794561455148
"elim_4_6_10",19.4291550391576,15.1386557979698
"elim_4_7_8",18.3570124329613,15.446719328225
"elim_4_7_9",18.2490531421457,14.3226271220319
"elim_4_7_10",18.1406239697259,15.2246393901232
"elim_4_8_9",18.2490531421457,14.0441643606178
"elim_4_8_10",18.1406239697259,14.654611242317
"elim_4_9_10",17.9058182800483,13.2951518000769
"elim_5_6_7",19.8878507193041,15.3301390953162
"elim_5_6_8",19.8878507193041,15.0972821044096
"elim_5_6_9",19.9762074111243,13.8621376606463
"elim_5_6_10",20.2809742122297,15.3555049407382
"elim_5_7_8",19.1245402180587,15.352036873543
"elim_5_7_9",19.1574138663891,14.3044293305176
"elim_5_7_10",18.9480888258829,15.3220038003392
"elim_5_8_9",19.1574138663891,14.0376864500861
"elim_5_8_10",18.9480888258829,14.7605463510007
"elim_5_9_10",18.8898254788549,13.5522958270788
"elim_6_7_8",20.0582923958987,16.4059157501351
"elim_6_7_9",20.1259459347444,15.2658812269026
"elim_6_7_10",20.4926324480879,17.1529189682503
"elim_6_8_9",20.1259459347444,15.1521593706066
"elim_6_8_10",20.4926324480879,16.6130853850509
"elim_6_9_10",20.5956299894809,15.3866696780714
"elim_7_8_9",19.3088141890782,15.3707392930147
"elim_7_8_10",19.1816116017448,16.3459636711123
"elim_7_9_10",19.1197290428924,15.267750748299
"elim_8_9_10",19.1197290428924,14.797338827092
"elim_1_2_3_4",19.6935198464336,15.1326089059118
"elim_1_2_3_5",20.5809169803932,14.8314698109795
"elim_1_2_3_6",22.0798515877692,15.6580168640705
"elim_1_2_3_7",20.8165738979829,16.6330631433466
"elim_1_2_3_8",20.8165738979829,16.260920096725
"elim_1_2_3_9",21.3261188941048,14.7935502961503
"elim_1_2_3_10",20.7344701604179,15.3520077223801
"elim_1_2_4_5",16.1880863389447,12.0294354665488
"elim_1_2_4_6",17.0684388861215,13.1440400569884
"elim_1_2_4_7",16.6048959749068,13.3536759078559
"elim_1_2_4_8",16.6048959749068,13.3134530311521
"elim_1_2_4_9",16.3180503876083,11.9555190488075
"elim_1_2_4_10",15.7688138788034,12.4144692580189
"elim_1_2_5_6",18.893468543321,13.3340064947266
"elim_1_2_5_7",17.9723203217703,13.4664150121846
"elim_1_2_5_8",17.9723203217703,13.3994934856543
"elim_1_2_5_9",18.0338202027396,12.1773359729828
"elim_1_2_5_10",17.4201591594669,12.8031438726769
"elim_1_2_6_7",19.1313667269218,14.5503407086665
"elim_1_2_6_8",19.1313667269218,14.6851599939959
"elim_1_2_6_9",19.2491706958941,13.3661190344699
"elim_1_2_6_10",19.834258925566,15.1332633134652
"elim_1_2_7_8",18.2114513052771,14.5972956710782
"elim_1_2_7_9",18.2211260290827,13.375036359042
"elim_1_2_7_10",17.7898356905531,14.4055366808802
"elim_1_2_8_9",18.2211260290827,13.5408882966337
"elim_1_2_8_10",17.7898356905531,14.1118786135155
"elim_1_2_9_10",17.6079886474566,12.7856148175139
"elim_1_3_4_5",20.1448275953323,15.3643445155143
"elim_1_3_4_6",21.6958110433953,16.0958890105571
"elim_1_3_4_7",20.5820402551785,17.7042265509805
"elim_1_3_4_8",20.5820402551785,16.8495541030562
"elim_1_3_4_9",20.9996390115333,15.365200171783
"elim_1_3_4_10",20.8218329860999,15.7339532866514
"elim_1_3_5_6",21.9933770969045,15.727153419705
"elim_1_3_5_7",20.9290802563269,17.0455298315952
"elim_1_3_5_8",20.9290802563269,16.3693471668048
"elim_1_3_5_9",21.3507017379797,14.9196780158307
"elim_1_3_5_10",20.7308336635688,15.4722160672641
"elim_1_3_6_7",22.2996683393741,17.8399249414942
"elim_1_3_6_8",22.2996683393741,17.2883588077496
"elim_1_3_6_9",22.9296312599916,15.7011992315474
"elim_1_3_6_10",23.0378473678543,16.7721982696481
"elim_1_3_7_8",21.1886020318615,18.2725892321538
"elim_1_3_7_9",21.5792159306635,17.1255946015523
"elim_1_3_7_10",21.2173815761076,18.0342315400472
"elim_1_3_8_9",21.5792159306635,16.4977489270609
"elim_1_3_8_10",21.2173815761076,17.0115498022311
"elim_1_3_9_10",21.573035237159,15.3959347181157
"elim_1_4_5_6",17.5718096229222,12.9575219612234
"elim_1_4_5_7",17.1347402311381,13.5893123034494
"elim_1_4_5_8",17.1347402311381,13.2628579043785
"elim_1_4_5_9",16.8984422655204,11.769729839244
"elim_1_4_5_10",16.4173602159403,12.3573792140671
"elim_1_4_6_7",18.0568222979973,14.5406005769125
"elim_1_4_6_8",18.0568222979973,14.3799021320479
"elim_1_4_6_9",17.7931867797072,12.7293653874272
"elim_1_4_6_10",18.3219813146514,14.205237658554
"elim_1_4_7_8",17.5212488233597,14.7479194556095
"elim_1_4_7_9",17.3055153946205,13.3682892216544
"elim_1_4_7_10",17.0049271271771,14.3282144970898
"elim_1_4_8_9",17.3055153946205,13.2124827239415
"elim_1_4_8_10",17.0049271271771,13.7400786363883
"elim_1_4_9_10",16.5136213152533,12.0344251940875
"elim_1_5_6_7",19.1598875808169,14.5804006781361
"elim_1_5_6_8",19.1598875808169,14.4090722691285
"elim_1_5_6_9",19.1899349000192,12.9056031845636
"elim_1_5_6_10",19.3289503955033,14.5618424452099
"elim_1_5_7_8",18.421047042673,14.6977169194885
"elim_1_5_7_9",18.401560155466,13.4305433098734
"elim_1_5_7_10",17.9618473101924,14.5364791748194
"elim_1_5_8_9",18.401560155466,13.2605599362581
"elim_1_5_8_10",17.9618473101924,13.9323916364833
"elim_1_5_9_10",17.7293552155229,12.4292382864971
"elim_1_6_7_8",19.4345154049699,15.8080633411926
"elim_1_6_7_9",19.4546461817434,14.4014896529592
"elim_1_6_7_10",19.7229258384461,16.6887791208793
"elim_1_6_8_9",19.4546461817434,14.4328700626483
"elim_1_6_8_10",19.7229258384461,16.0203395170213
"elim_1_6_9_10",19.6910204862745,14.4366729287613
"elim_1_7_8_9",18.6409970196942,14.6624125744205
"elim_1_7_8_10",18.3394640035546,15.6900443160772
"elim_1_7_9_10",18.1399690150365,14.3248278845458
"elim_1_8_9_10",18.1399690150365,13.8992434756292
"elim_2_3_4_5",20.0835207386774,15.1435848829246
"elim_2_3_4_6",21.2449221784977,15.9707988992063
"elim_2_3_4_7",20.3355745226391,17.1420861452351
"elim_2_3_4_8",20.3355745226391,16.5891527422685
"elim_2_3_4_9",20.6630714766956,15.1295477667251
"elim_2_3_4_10",20.4174354890255,15.6011422098807
"elim_2_3_5_6",22.2504357376109,15.6702396888766
"elim_2_3_5_7",21.0927433275156,16.6235793057163
"elim_2_3_5_8",21.0927433275156,16.1771769792683
"elim_2_3_5_9",21.5716181175182,14.7679527683113
"elim_2_3_5_10",21.1086897546708,15.4325457552249
"elim_2_3_6_7",22.366601201001,17.4492522047011
"elim_2_3_6_8",22.366601201001,17.1913565839997
"elim_2_3_6_9",22.961170763944,15.6513100045817
"elim_2_3_6_10",23.4526812752278,17.0207920098286
"elim_2_3_7_8",21.2240872431124,17.8549848244255
"elim_2_3_7_9",21.6228541664863,16.6643181888381
"elim_2_3_7_10",21.3494180352149,17.6213402805075
"elim_2_3_8_9",21.6228541664863,16.316706853009
"elim_2_3_8_10",21.3494180352149,16.9319592718979
"elim_2_3_9_10",21.7596215940264,15.4004239072215
"elim_2_4_5_6",18.0943059523364,13.4346619787025
"elim_2_4_5_7",17.4695344888485,13.715702170401
"elim_2_4_5_8",17.4695344888485,13.5102709879319
"elim_2_4_5_9",17.3438936984347,12.2544780410534
"elim_2_4_5_10",17.0640990721466,12.86561370845
"elim_2_4_6_7",18.3668458706571,14.7842801588321
"elim_2_4_6_8",18.3668458706571,14.7897860942705
"elim_2_4_6_9",18.157812680477,13.4283770928125
"elim_2_4_6_10",19.2172873762364,15.075700301176
"elim_2_4_7_8",17.7162592125468,14.8423440757011
"elim_2_4_7_9",17.5561589880161,13.6393259519899
"elim_2_4_7_10",17.3960715403176,14.5797828684149
"elim_2_4_8_9",17.5561589880161,13.6001458279671
"elim_2_4_8_10",17.3960715403176,14.1799704483678
"elim_2_4_9_10",17.0605590410229,12.8175531302302
"elim_2_5_6_7",19.7648160897706,14.8404840873077
"elim_2_5_6_8",19.7648160897706,14.8165229361608
"elim_2_5_6_9",19.9494926926388,13.6010528779774
"elim_2_5_6_10",20.6217802775686,15.4133302812066
"elim_2_5_7_8",18.8226286345002,14.8144153082797
"elim_2_5_7_9",18.9020404557799,13.7267699932885
"elim_2_5_7_10",18.6643206492156,14.8114393606222
"elim_2_5_8_9",18.9020404557799,13.6618392651496
"elim_2_5_8_10",18.6643206492156,14.3872885249045
"elim_2_5_9_10",18.6733877250852,13.2554776524711
"elim_2_6_7_8",19.8925477257936,16.0359231584517
"elim_2_6_7_9",20.0149947080412,14.8448082810503
"elim_2_6_7_10",20.7143672249586,17.1268299386268
"elim_2_6_8_9",20.0149947080412,15.0336660764999
"elim_2_6_8_10",20.7143672249586,16.7915794169673
"elim_2_6_9_10",21.0500760817576,15.787741963423
"elim_2_7_8_9",19.0082825638528,14.9026777894265
"elim_2_7_8_10",18.8660733337785,15.9361739631642
"elim_2_7_9_10",18.8302851379861,14.8588273998658
"elim_2_8_9_10",18.8302851379861,14.6054071103944
"elim_3_4_5_6",21.5264074281405,16.023802271726
"elim_3_4_5_7",20.6545111457367,17.5046694183965
"elim_3_4_5_8",20.6545111457367,16.6950949867862
"elim_3_4_5_9",21.0040639773038,15.2603055331184
"elim_3_4_5_10",20.6882578269893,15.7055933109299
"elim_3_4_6_7",21.857589209112,18.2982882561745
"elim_3_4_6_8",21.857589209112,17.6182708998953
"elim_3_4_6_9",22.3651326522824,16.036616738377
"elim_3_4_6_10",22.8373575265031,16.8831974008229
"elim_3_4_7_8",20.9165009344696,18.7527927286955
"elim_3_4_7_9",21.2464091573467,17.6699210953934
"elim_3_4_7_10",21.1247532264121,18.3632762127436
"elim_3_4_8_9",21.2464091573467,16.8620893057421
"elim_3_4_8_10",21.1247532264121,17.2802896072176
"elim_3_4_9_10",21.5245184571518,15.6710575198305
"elim_3_5_6_7",22.2688200873035,17.6818099139377
"elim_3_5_6_8",22.2688200873035,17.1395003360518
"elim_3_5_6_9",22.7832946615704,15.610785180015
"elim_3_5_6_10",22.7888174355803,16.7153078623247
"elim_3_5_7_8",21.2976129384972,18.0852013883794
"elim_3_5_7_9",21.6575841452042,16.9684974363461
"elim_3_5_7_10",21.3036355216521,17.8506501260112
"elim_3_5_8_9",21.6575841452042,16.3242970546112
"elim_3_5_8_10",21.3036355216521,16.9081892705216
"elim_3_5_9_10",21.6232059604924,15.3717117430486
"elim_3_6_7_8",22.4489040963151,19.0170622462071
"elim_3_6_7_9",22.9230007408265,17.7788556360052
"elim_3_6_7_10",23.1219882929894,19.3213355149763
"elim_3_6_8_9",22.9230007408265,17.2909233759542
"elim_3_6_8_10",23.1219882929894,18.4116914452927
"elim_3_6_9_10",23.7282009687636,16.6937629823285
"elim_3_7_8_9",21.7902604010782,18.2934407597326
"elim_3_7_8_10",21.5858650552038,19.1423137172364
"elim_3_7_9_10",21.9096416089503,17.9602568652168
"elim_3_8_9_10",21.9096416089503,17.0370087749168
"elim_4_5_6_7",18.6887962531866,14.79687431168
"elim_4_5_6_8",18.6887962531866,14.5330693367442
"elim_4_5_6_9",18.5667912973116,13.0318957633983
"elim_4_5_6_10",19.0857424894854,14.4888128943462
"elim_4_5_7_8",18.1079298216909,14.9437281852219
"elim_4_5_7_9",18.0053452977922,13.7211536007071
"elim_4_5_7_10",17.7979889969641,14.6701045306669
"elim_4_5_8_9",18.0053452977922,13.3933888424276
"elim_4_5_8_10",17.7979889969641,14.0132609080067
"elim_4_5_9_10",17.5445124500952,12.5175323196218
"elim_4_6_7_8",18.9733308303527,16.0389241987731
"elim_4_6_7_9",18.8590603107421,14.6716774495575
"elim_4_6_7_10",19.4291550391576,16.6045210249372
"elim_4_6_8_9",18.8590603107421,14.5585776164753
"elim_4_6_8_10",19.4291550391576,15.9948028746285
"elim_4_6_9_10",19.3497350380498,14.3986048239831
"elim_4_7_8_9",18.2490531421457,14.9445924490648
"elim_4_7_8_10",18.1406239697259,15.8490602852985
"elim_4_7_9_10",17.9058182800483,14.5306406133763
"elim_4_8_9_10",17.9058182800483,13.9872184946902
"elim_5_6_7_8",19.8878507193041,15.9399929966846
"elim_5_6_7_9",19.9762074111243,14.6862731612371
"elim_5_6_7_10",20.2809742122297,16.7574561780318
"elim_5_6_8_9",19.9762074111243,14.5573257192094
"elim_5_6_8_10",20.2809742122297,16.131140229523
"elim_5_6_9_10",20.3972981468429,14.790727727467
"elim_5_7_8_9",19.1574138663891,14.8619686340521
"elim_5_7_8_10",18.9480888258829,15.8923790906783
"elim_5_7_9_10",18.8898254788549,14.7479685829967
"elim_5_8_9_10",18.8898254788549,14.1854931442018
"elim_6_7_8_9",20.1259459347444,15.9963203511013
"elim_6_7_8_10",20.4926324480879,17.997793858394
"elim_6_7_9_10",20.5956299894809,16.8455889355106
"elim_6_8_9_10",20.5956299894809,16.3687213680883
"elim_7_8_9_10",19.1197290428924,15.9663664521231
"elim_1_2_3_4_5",19.2025178081449,14.3936756591906
"elim_1_2_3_4_6",20.5812340415417,15.1904928165114
"elim_1_2_3_4_7",19.6935198464336,16.6759072915527
"elim_1_2_3_4_8",19.6935198464336,16.1395320554422
"elim_1_2_3_4_9",20.0989601255582,14.3098890641056
"elim_1_2_3_4_10",19.5654857649033,14.679944106996
"elim_1_2_3_5_6",21.8281974359842,14.9195340448209
"elim_1_2_3_5_7",20.5809169803932,16.092165782743
"elim_1_2_3_5_8",20.5809169803932,15.6944138072164
"elim_1_2_3_5_9",21.2034896930375,13.9574590399021
"elim_1_2_3_5_10",20.2383392628628,14.5591956832927
"elim_1_2_3_6_7",22.0798515877692,16.888452448864
"elim_1_2_3_6_8",22.0798515877692,16.7599139283473
"elim_1_2_3_6_9",22.932552600491,14.8286699424757
"elim_1_2_3_6_10",23.2595192904174,16.2273462826922
"elim_1_2_3_7_8",20.8165738979829,17.5339814735843
"elim_1_2_3_7_9",21.3261188941048,16.0570626241886
"elim_1_2_3_7_10",20.7344701604179,17.1000739977153
"elim_1_2_3_8_9",21.3261188941048,15.8675745800359
"elim_1_2_3_8_10",20.7344701604179,16.3700475371681
"elim_1_2_3_9_10",21.1945234853394,14.414483450304
"elim_1_2_4_5_6",16.5343043245956,12.3470086111972
"elim_1_2_4_5_7",16.1880863389447,12.6367586850145
"elim_1_2_4_5_8",16.1880863389447,12.5884741170896
"elim_1_2_4_5_9",15.9256649650874,11.1143249640623
"elim_1_2_4_5_10",15.1157165974819,11.5255725299009
"elim_1_2_4_6_7",17.0684388861215,13.7053268074793
"elim_1_2_4_6_8",17.0684388861215,13.9537244640768
"elim_1_2_4_6_9",16.6434231099578,12.3012419482713
"elim_1_2_4_6_10",17.614951504052,13.9876814101733
"elim_1_2_4_7_8",16.6048959749068,13.9473142840116
"elim_1_2_4_7_9",16.3180503876083,12.4566911461178
"elim_1_2_4_7_10",15.7688138788034,13.3428351528365
"elim_1_2_4_8_9",16.3180503876083,12.7368826067054
"elim_1_2_4_8_10",15.7688138788034,13.0746453029019
"elim_1_2_4_9_10",15.0571770067364,11.3712034979809
"elim_1_2_5_6_7",18.893468543321,13.8889845518981
"elim_1_2_5_6_8",18.893468543321,14.0544650934158
"elim_1_2_5_6_9",19.0962655871571,12.604120693919
"elim_1_2_5_6_10",19.5718867632989,14.537842957691
"elim_1_2_5_7_8",17.9723203217703,14.0013196711385
"elim_1_2_5_7_9",18.0338202027396,12.683789090771
"elim_1_2_5_7_10",17.4201591594669,13.7647272656289
"elim_1_2_5_8_9",18.0338202027396,12.8651353343679
"elim_1_2_5_8_10",17.4201591594669,13.4074710343389
"elim_1_2_5_9_10",17.2658241610631,12.0143472682465
"elim_1_2_6_7_8",19.1313667269218,15.2876926502599
"elim_1_2_6_7_9",19.2491706958941,13.7988939042966
"elim_1_2_6_7_10",19.834258925566,16.5022004198843
"elim_1_2_6_8_9",19.2491706958941,14.3514437093567
"elim_1_2_6_8_10",19.834258925566,16.173565930683
"elim_1_2_6_9_10",20.1465695550288,14.8521658066611
"elim_1_2_7_8_9",18.2211260290827,14.0789889250666
"elim_1_2_7_8_10",17.7898356905531,15.0653412482322
"elim_1_2_7_9_10",17.6079886474566,13.6489131541627
"elim_1_2_8_9_10",17.6079886474566,13.647732736451
"elim_1_3_4_5_6",21.075999416351,15.3355946069455
"elim_1_3_4_5_7",20.1448275953323,17.2783410871647
"elim_1_3_4_5_8",20.1448275953323,16.3056135145634
"elim_1_3_4_5_9",20.5416359043473,14.5222062743141
"elim_1_3_4_5_10",19.9966996116351,14.9123053359891
"elim_1_3_4_6_7",21.6958110433953,18.1048385729695
"elim_1_3_4_6_8",21.6958110433953,17.2873587133638
"elim_1_3_4_6_9",22.51823140816,15.299818413897
"elim_1_3_4_6_10",23.2556369466997,16.0706635570518
"elim_1_3_4_7_8",20.5820402551785,18.7209426811657
"elim_1_3_4_7_9",20.9996390115333,17.4622357840035
"elim_1_3_4_7_10",20.8218329860999,18.2187029419246
"elim_1_3_4_8_9",20.9996390115333,16.4958997050124
"elim_1_3_4_8_10",20.8218329860999,16.8304138233365
"elim_1_3_4_9_10",21.4340251358039,14.8045694060154
"elim_1_3_5_6_7",21.9933770969045,17.3333523167244
"elim_1_3_5_6_8",21.9933770969045,16.7385446595358
"elim_1_3_5_6_9",22.6601534825565,14.8436621270516
"elim_1_3_5_6_10",22.3734256715021,15.9658345029181
"elim_1_3_5_7_8",20.9290802563269,17.9014072649977
"elim_1_3_5_7_9",21.3507017379797,16.57686120292
"elim_1_3_5_7_10",20.7308336635688,17.5763351462065
"elim_1_3_5_8_9",21.3507017379797,15.8723928010902
"elim_1_3_5_8_10",20.7308336635688,16.4094124448337
"elim_1_3_5_9_10",21.0012660101134,14.4801137420816
"elim_1_3_6_7_8",22.2996683393741,18.8954213270038
"elim_1_3_6_7_9",22.9296312599916,17.416446053045
"elim_1_3_6_7_10",23.0378473678543,19.3087828953007
"elim_1_3_6_8_9",22.9296312599916,16.9071682671521
"elim_1_3_6_8_10",23.0378473678543,18.0541967714766
"elim_1_3_6_9_10",23.8863749272991,15.8084411357783
"elim_1_3_7_8_9",21.5792159306635,18.1305151538687
"elim_1_3_7_8_10",21.2173815761076,19.0645333795553
"elim_1_3_7_9_10",21.573035237159,17.6458433459582
"elim_1_3_8_9_10",21.573035237159,16.5242697561359
"elim_1_4_5_6_7",17.5718096229222,13.8335364208891
"elim_1_4_5_6_8",17.5718096229222,13.6582550468506
"elim_1_4_5_6_9",17.2353632707494,11.7633349130352
"elim_1_4_5_6_10",17.6292923623337,13.3685685895121
"elim_1_4_5_7_8",17.1347402311381,14.1302964872923
"elim_1_4_5_7_9",16.8984422655204,12.6009830457629
"elim_1_4_5_7_10",16.4173602159403,13.6290906255984
"elim_1_4_5_8_9",16.8984422655204,12.4057799132637
"elim_1_4_5_8_10",16.4173602159403,12.9300723083432
"elim_1_4_5_9_10",15.8094220280572,11.0067683523711
"elim_1_4_6_7_8",18.0568222979973,15.2804035652661
"elim_1_4_6_7_9",17.7931867797072,13.526346723744
"elim_1_4_6_7_10",18.3219813146514,15.944932175322
"elim_1_4_6_8_9",17.7931867797072,13.6309922601935
"elim_1_4_6_8_10",18.3219813146514,15.168763356827
"elim_1_4_6_9_10",17.9818287810272,12.9990109752465
"elim_1_4_7_8_9",17.3055153946205,14.0480636675922
"elim_1_4_7_8_10",17.0049271271771,14.9803236023833
"elim_1_4_7_9_10",16.5136213152533,13.2353747750202
"elim_1_4_8_9_10",16.5136213152533,12.7926980667844
"elim_1_5_6_7_8",19.1598875808169,15.2366438273836
"elim_1_5_6_7_9",19.1899349000192,13.6561781548801
"elim_1_5_6_7_10",19.3289503955033,16.2429282954504
"elim_1_5_6_8_9",19.1899349000192,13.6949813259729
"elim_1_5_6_8_10",19.3289503955033,15.421568712252
"elim_1_5_6_9_10",19.2410417142632,13.6347481443841
"elim_1_5_7_8_9",18.401560155466,14.0323609613457
"elim_1_5_7_8_10",17.9618473101924,15.1280500588262
"elim_1_5_7_9_10",17.7293552155229,13.6491261601233
"elim_1_5_8_9_10",17.7293552155229,13.1137863725018
"elim_1_6_7_8_9",19.4546461817434,15.2154750902692
"elim_1_6_7_8_10",19.7229258384461,17.638533214005
